,ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,leaving home,restaurant closure,school closure,travel restriction
278,224,,Bosnia and Herzegovina,"Mar 15, 2020",,"On March 15th, Banja Luka has decided to close all restaurants and cafés in the city. Except drugstores, hotels and motels, where drugstores will be working until 22h and hotels will be working until 18h.","drugstores, hotels and motels",Banja Luka,,"business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,,False,True,False,False
279,229,,Bulgaria,"Mar 13, 2020",,"At the time of the announcement, schools had already been closed until March 11 due to an influenza B epidemic.[26] A massive increase in influenza B cases prompted suspensions of routine medical examinations, and a recommendation by the government for suspension of lectures at universities.[27] According to the latest Ministry of Health data, there were 2063 intensive care and 740 infectious disease hospital beds in the country, with a total of 1605 ventilators across the health system.[28] However, Chief Health Inspector Angel Kunchev stated on 5 March that there is a shortage of medical personnel. Schools, shopping centres, cinemas, restaurants, and other places of business were closed.",,,,"activity ban, business suspension, school closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,,,,True,False,True,False
286,226,,Bulgaria,"Mar 08, 2020",,The government issued a nationwide ban on closed-door public events.,,,,activity ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,,,,True,False,False,False
290,240,,Denmark,"Mar 13, 2020",,Virtual (online) schooling will be used to some degree,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Denmark,,,,,False,False,True,False
291,238,,Denmark,"Mar 13, 2020","Mar 27, 2020","Starting 13 March, all secondary education (like gymnasiums), universities, libraries, indoor cultural institutions and similar places will be closed for two weeks.",,,,"cultural activity limitation, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Denmark,,,,,False,False,True,False
292,239,,Denmark,"Mar 16, 2020","Mar 30, 2020","Starting on 16 March, all primary schools, daycare and similar places will be closed for two weeks.",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Denmark,,,,,False,False,True,False
293,237,,Denmark,"Mar 13, 2020","Mar 27, 2020","Starting 13 March 2020, all people working in non-essential functions in the public sector must stay home for two weeks.",,,,"activity ban, business suspension, mandated remote work",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Denmark,,,,,True,False,False,False
297,232,,Bulgaria,"Mar 10, 2020",,Sofia Municipality has increased disinfections to four times daily at public institutions and in public transport,,Sofia,,"public hygiene, public transport cleaning",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,,,,True,False,False,False
298,251,,Finland,"Mar 16, 2020","Apr 13, 2020","All schools will be closed, not including early education.",early education,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Finland,,,,,False,False,True,False
300,247,,Finland,"Jan 27, 2020",,"On 27 January, Finland's foreign ministry advised citizens to avoid unnecessary travel to Hubei province.",,,,"outbound travel warning, travel warning",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Finland,,,,,False,False,False,True
301,246,,Estonia,"Mar 17, 2020",,"To set up full border control from 17 March with only Estonian citizens, permanent residents, their relatives, and transport workers carrying out freight transport allowed to enter the country.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,,False,False,False,True
302,245,,Estonia,"Mar 13, 2020",,"border control was restored with health checks at every crossing and entry point, and the sale of passenger tickets for the Tallinn-Stockholm cruise ferries was halted.[5]",,,,"business suspension, cruise ship, international traveller screening",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,,False,False,False,True
303,244,,Estonia,"Mar 13, 2020",,"schools and universities were closed,",,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,,False,False,True,False
304,243,,Estonia,"Mar 13, 2020",,"All public gatherings were banned, including sports and culture events;",,,,"activity ban, activity cancellation, sport cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Estonia,,,,,True,False,False,False
307,248,,Finland,"Jan 27, 2020","Mar 31, 2020","The following day, the Finnish airline Finnair announced it suspended five weekly routes to Nanjing and Beijing Daxing until the end of March.[6]",,,,"business suspension, outbound travel warning",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Finland,,,,,False,False,False,True
311,255,,Finland,"Mar 16, 2020","Apr 13, 2020","Outsiders are forbidden from entering healthcare facilities and hospitals, excluding relatives of critically ill people and children",,,,"activity ban, hospital specialisation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Finland,,,,,True,False,False,False
312,252,,Finland,"Mar 16, 2020","Apr 13, 2020","Most government-run public facilities (theatres, libraries, museums etc.) will be shut down.",,,,"activity ban, activity cancellation, business suspension",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Finland,,,,,True,False,False,False
313,260,,Georgia,"Jan 27, 2020",,Georgia also temporarily shut down all flights to Iran.[2],,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(country),,Iran,,,False,False,False,True
314,259,,Georgia,"Jan 27, 2020",,The Health Ministry announced that all arriving passengers from China would be screened.,,,,international traveller screening,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(country),,China,,,False,False,False,True
317,257,,Finland,"Mar 16, 2020","Apr 13, 2020","Preparations for the shutdown of borders will start, and citizens or permanent residents returning to Finland will be placed under a 2-week quarantine",,,,traveller quarantine,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Finland,,,,,False,False,False,True
318,262,,France,"Mar 15, 2020",,"France’s centrist government has also banned gatherings of more than 100 people, while advising all citizens to keep a distance of 1 metre between them.",,,,"gathering of more than 100 people banned, social distancing",,https://www.theguardian.com/world/2020/mar/15/coronavirus-causes-french-voters-to-stay-away-from-municipal-elections,,,,,True,False,False,False
322,271,,Hungary,"Mar 07, 2020",,announced that due to security reasons central national ceremonies related to the national holiday of 15th March would not be held,,,,event cancellation,,https://hirado.hu/belfold/kozelet/cikk/2020/03/07/elo-a-koronavirussal-kapcsolatban-tajekoztat-az-operativ-torzs,,,,,True,False,False,False
323,270,,Hungary,"Mar 06, 2020",,"On 6th March, it was decided that no more visas would be issued for Iranian citizens",,,,international travel ban,,https://www.portfolio.hu/gazdasag/20200306/uj-informaciok-jelentek-meg-a-magyarorszagi-koronavirus-helyzetrol-418413,,Iran,,,False,False,False,True
324,269,,Hungary,"Mar 17, 2020",,The Hungarian Football Federation (MLSZ) postponed all football matches,,,,"event cancellation, sport cancellation",,https://www.aa.com.tr/en/europe/football-games-in-hungary-suspended-over-covid-19-fears/1769330,,,,,True,False,False,False
325,268,,Spain,"Mar 17, 2020",,Spain will close all of its land borders to unnecessary travel at midnight,,,,international travel ban,,https://www.aa.com.tr/en/europe/coronavirus-spain-to-shut-land-borders-at-midnight/1768259,,,,,False,False,False,True
327,265,,France,"Mar 16, 2020",,France has announced it will also be tightening controls on its border with Germany as of Monday.,,,,international traveller screening,,https://www.theguardian.com/world/2020/mar/15/coronavirus-causes-french-voters-to-stay-away-from-municipal-elections,,Germany,,,False,False,False,True
330,278,,Hungary,"Mar 09, 2020",,Budapest Ferenc Liszt International Airport does not allow any plane to land coming from Northern Italy,,Budapest,,international travel ban,,https://www.origo.hu/itthon/20200308-a-budapesti-repter-hetfotol-milanobol-bergamobol-es-trevisobol-nem-fogad-jaratokat.html,,Italy,,,False,False,False,True
331,276,,Hungary,"Jan 27, 2020",,University Semmelweis put 12 students which came from foreign countries into quarantine,,,,traveller quarantine,,https://hirado.hu/belfold/cikk/2020/03/08/minden-megyeben-es-a-fovarosban-is-plusz-kocsikat-allitott-szolgalatba-az-omsz/,,,,,False,False,False,True
332,273,,Hungary,"Mar 11, 2020",,"The frequency of disinfection on Budapest public transport vehicles has increased, and the rule about using only the first door for boarding has been suspended, to decrease crowding",,Budapest,,"public hygiene, public transport cleaning",,https://hirado.hu/belfold/belpolitika/cikk/2020/03/11/jarvanyvedelmi-lepeseket-vezet-be-budapest,,,,,True,False,False,False
333,279,,Hungary,"Mar 16, 2020",,all of kindergartens and crécches will be closed from 16th March,,,,"nursery schools closure, school closure",,https://index.hu/belfold/2020/03/14/hetfotol_fokozatosan_bezarnak_a_fovarosi_ovodak/,,,,,False,False,True,False
335,274,,Hungary,"Mar 13, 2020",,rules regarding getting on public transport,,Miskolc,,"public hygiene, public transport limited",,http://mvkzrt.hu/aktualis/pentektol-felfuggeszti-az-mvk-zrt-az-elsoajtos-felszallast,,,,,True,False,False,False
336,272,,Hungary,"Mar 07, 2020",,"Gergely Karácsony, Lord Mayor of Budapest announced that celebration at the town hall are cancelled as well",,"Budapest, Kaposvár, Miskolc, Szeged, Székesfehérvár",,event cancellation,,https://hirado.hu/belfold/belpolitika/cikk/2020/03/07/a-fopolgarmester-is-lemondja-a-marcius-15-i-unnepseget,,,,,True,False,False,False
339,281,,Hungary,"Mar 16, 2020",,Budapest Zoo and Botanical Garden as well as every thermal baths will remain closed from 16th March,,Budapest,,"closure nonessential stores, sport cancellation",,https://index.hu/belfold/2020/03/14/hetfotol_fokozatosan_bezarnak_a_fovarosi_ovodak/,,,,,True,False,False,False
340,284,,Hungary,"Mar 17, 2020",,"only Hungarian citizens will be allowed to enter the country. The restriction relates to all road, railway, water and air borders.",,,,international travel ban,,http://abouthungary.hu/news-in-brief/coronavirus-heres-the-latest/,,all countries,,,False,False,False,True
342,286,,Latvia,"Mar 13, 2020","Apr 14, 2020","All http://on.site-site learning terminated, replaced with remote education  pre-schools remain open ",,,,"remote schooling, school closure, university closure",,https://eng.lsm.lv/article/society/health/latvia-to-close-borders-to-passenger-traffic-on-tuesday-17-march.a351774/?rt=articles&ac=downloadatt&id=983,,,,,False,False,True,False
343,289,,Lithuania,"Mar 12, 2020",,All public events with over 100 people cancelled,,,,"event cancellation, gathering of more than 100 people banned",,http://lrv.lt/en/news/mass-events-not-to-be-held-indoors-during-emergencies,,,,,True,False,False,False
344,288,,Latvia,"Mar 14, 2020",,"All public events banned, ad-hoc events only for groups <50 ppl (advised to be postponed)",,,,"event cancellation, gathering of more than 50 people cancelled",,https://eng.lsm.lv/article/society/health/latvia-to-close-borders-to-passenger-traffic-on-tuesday-17-march.a351774/?rt=articles&ac=downloadatt&id=983,,,,,True,False,False,False
345,291,,Lithuania,"Mar 16, 2020","Mar 30, 2020","The whole country is in quarantine.    were closed for foreigners regardless of means of transport, excluding cargo and special transport; all international outbound passenger travel was prohibited.",,,,international travel ban,,https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fwww.lrt.lt%2Fnaujienos%2Flietuvoje%2F2%2F1151427%2Fskvernelis-pranese-kad-sestadieni-bus-priimtas-sprendimas-del-karantino-salies-mastu,,all countries,,,False,False,False,True
346,292,,Lithuania,"Mar 16, 2020","Mar 30, 2020",All indoor and outdoor public events cancelled.,,,,"business suspension, closure nonessential stores, event cancellation",,https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fwww.lrt.lt%2Fnaujienos%2Flietuvoje%2F2%2F1151427%2Fskvernelis-pranese-kad-sestadieni-bus-priimtas-sprendimas-del-karantino-salies-mastu,,,,,True,False,False,False
347,294,,Luxembourg,"Mar 16, 2020","Mar 27, 2020","All schools closed, including pre-schools",,,,"nursery schools closure, school closure, university closure",,https://today.rtl.lu/news/luxembourg/a/1482367.html,,,,,False,False,True,False
348,290,,Lithuania,"Mar 12, 2020",,"All educational institutions closed, including kindergardens",,,,"nursery schools closure, school closure, university closure",,http://lrv.lt/en/news/education-institutions-are-closing-for-two-weeks-across-lithuania-due-to-coronavirus,,,,,False,False,True,False
349,293,,Lithuania,"Mar 16, 2020","Mar 30, 2020",All international travel banned,,,,international travel ban,,https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fwww.lrt.lt%2Fnaujienos%2Flietuvoje%2F2%2F1151427%2Fskvernelis-pranese-kad-sestadieni-bus-priimtas-sprendimas-del-karantino-salies-mastu,,all countries,,,False,False,False,True
350,300,,Georgia,"Mar 16, 2020","Mar 30, 2020","On 16 March, the spokesperson of the Government of Georgia Irakli Chikovani announced special measures and recommendations. The government of Georgia banned entrance to Georgia for any foreign nationals for the next two weeks.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(country),,all countries,,,False,False,False,True
351,298,,Moldova,"Mar 11, 2020",,"All schools closed, including pre-schools",,,,"nursery schools closure, school closure, university closure",,https://www.reuters.com/article/us-health-coronavirus-moldova/moldova-closes-schools-universities-to-prevent-virus-spread-idUSKBN20Y0VP,,,,,False,False,True,False
353,306,,Greece,"Mar 09, 2020",,all sports games were to be played with no fans attending,,,,"social distancing, sport cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Greece,,,,,True,False,False,False
354,305,,Greece,"Mar 09, 2020",,"On March 9, all school trips were banned,",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Greece,,,,,False,False,True,False
357,297,,Malta,"Mar 17, 2020",,"All bars, cinemas, restaurants, gyms are closed ",,,,"business suspension, closure nonessential stores",,https://covid19malta.info/,,,,,True,False,False,False
358,296,,Malta,"Mar 13, 2020","Mar 20, 2020","All educational institutions closed, including pre- schools",,,,"nursery schools closure, school closure, university closure",,https://www.maltatoday.com.mt/news/national/100955/live_prime_minister_to_announce_new_measures_related_to_coronavirus?fbclid=IwAR2-fStyF7-5t3jh-SISkoVAJOWxG6YzQdZkhlEXcPBIIr5e1j79mw7mtwU#.XnEPm0HPw2w,,,,,False,False,True,False
359,295,,Luxembourg,"Mar 13, 2020",,All events over 100 people banned,,,,"event cancellation, gathering of more than 100 people banned",,https://today.rtl.lu/news/luxembourg/a/1481946.html,,,,,True,False,False,False
360,308,,Monaco,"Mar 16, 2020",,"All educational institutions are closed, including pre-chools",,,,"nursery schools closure, school closure, university closure",,https://en.gouv.mc/Policy-Practice/Social-Affairs-and-Health/News/CORONAVIRUS-The-Prince-s-Government-has-Decided-to-Close-Creches-and-Educational-Establishments-from-Monday,,,,,False,False,True,False
361,299,,Moldova,"Mar 17, 2020","Mar 31, 2020","All air travel banned, regardless of the purpose and destination, land borders closed too",,,,"domestic travel ban, international travel ban",,https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fansp.md%2Findex.php%2Fdate-actualizate-cu-privire-la-raspandirea-noului-tip-de-coronavirus-covid-19-in-republica-moldova-si-recomandari-pentru-populatie%2F,,all countries,,,False,False,False,True
364,311,,Netherlands,"Mar 12, 2020",,"All events (concerts, sports) and all work meetings with more than 100 people are now forbidden",,,,"event cancellation, gathering of more than 100 people banned",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Netherlands#cite_note-rivm:1-6,,,,,True,False,False,False
365,309,,Moldova,"Mar 17, 2020","Mar 31, 2020","The activity of all markets, such as retail outlets, public food outlets throughout the country, with the exception of pharmacies, grocery stores and PECO stations, will end until March 31",,,,"business suspension, closure nonessential stores",,https://translate.google.com/translate?sl=auto&tl=en&u=https%3A%2F%2Fansp.md%2Findex.php%2Fdate-actualizate-cu-privire-la-raspandirea-noului-tip-de-coronavirus-covid-19-in-republica-moldova-si-recomandari-pentru-populatie%2F,,,,,True,False,False,False
367,334,,Iceland,"Mar 02, 2020",,"From 2 March, healthcare workers in Iceland were being encouraged to avoid travel and to remain in the country.",,,,outbound travel warning,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,,False,False,False,True
370,333,,Iceland,"Mar 16, 2020",,"At 11:00 on 13 March, it was announced at a press conference that universities and secondary schools would be closing as of Monday 16 March, on which day a ban on public gatherings of over 100 would be put in place",,,,"gathering of more than 100 people banned, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,,False,False,True,False
373,320,,Greece,"Mar 16, 2020",,"On 16 March, Greece closed its borders with Albania and North Macedonia, deciding to suspend all road, sea and air links with these countries, while only permitting the transportation of goods and the entry of Greek nationals and residents. The suspension of ferry services to and from Italy, air links to Spain, as well as the prohibition of all cruise ships and sailboats docking in Greek ports was also decided.",,,,"cruise ship, international travel ban",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Greece,,"Albania, Italy, North Macedonia, Spain",,,False,False,False,True
374,319,,Greece,"Mar 14, 2020",,All air traffic with Italy was banned.,,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Greece,,Italy,,,False,False,False,True
375,318,,Greece,"Mar 14, 2020",,"On 14 March, all organized beaches and ski resorts were closed.",,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Greece,,,,,True,False,False,False
376,317,,Greece,"Mar 13, 2020",,"On 13 March, the nationwide closure of all museums and archaeological sites, as well as all malls, cafes, restaurants, bars and food outlets, excluding supermarkets, pharmacies and food outlets that offer take-away and delivery only, was announced.","supermarkets, pharmacies and food outlets that offer take-away and delivery only",,,"activity ban, business suspension",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Greece,,,,,True,False,False,False
377,316,,Greece,"Mar 12, 2020","Mar 26, 2020","On 12 March, a two-week closure of all theatres, courthouses, cinemas, gyms, playgrounds and clubs was announced.",,,,"activity ban, business suspension, sport cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Greece,,,,,True,False,False,False
378,315,,Greece,"Mar 10, 2020","Mar 24, 2020","Starting on March 10, the educational institutions of all levels were closed for 14 days",,,,"14 days, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Greece,,,,,False,False,True,False
379,314,,Netherlands,"Mar 15, 2020","Apr 06, 2020","All schools are closed, including pre-schools",,,,"nursery schools closure, school closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Netherlands#cite_note-rivm:1-6,,,,,False,False,True,False
380,313,,Netherlands,"Mar 13, 2020",,"The government cancelled all flights from China, Iran, Italy, and South Korea, the countries with the highest number of coronavirus cases, for two weeks.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Netherlands#cite_note-rivm:1-6,,"China, Iran, Italy, South Korea",,,False,False,False,True
381,312,,Netherlands,"Mar 12, 2020","Apr 01, 2020",All universities cancel on-site teaching till 1. April,,,,university closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Netherlands#cite_note-rivm:1-6,,,,,False,False,True,False
384,337,,Iceland,"Mar 16, 2020","Apr 10, 2020",universities and secondaries schools closed for four weeks. it was announced on 13 March that all schools in the Reykjavík area would be closed on 16 March in order to prepare,elementary schools and preschools,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,,False,False,True,False
386,347,,Macedonia,"Mar 13, 2020",,"Entries of foreign nationals to the country arriving from 'high-risk countries' would start getting denied. List of countries not specified, would act according to WHO reccommendation.",,,,"international travel ban, risk countries",,https://www.reuters.com/article/us-heath-coronavirus-northmacedonia/north-macedonia-bars-foreigners-arriving-from-high-risk-countries-over-coronavirus-idUSKBN2101NI?fbclid=IwAR0K-J4_hgAb5COQ6LxvQyV6kro6gdjpnZFgEinZ_L96HXJZsaKaavBz1UY,,,,,False,False,False,True
387,346,,Portugal,"Mar 14, 2020",,"The mayor, Salvador Malheiro, closed all municipal services and called for the social isolation of the entire population of the municipality Ovar.",,,,"business suspension, social distancing advice",,https://www.rtp.pt/noticias/pais/covid-19-autarca-de-ovar-apela-ao-isolamento-social_v1212054,,,,,True,False,False,False
388,344,,Macedonia,"Mar 10, 2020","Mar 24, 2020",temporary 2 week closure of all education institutes (from elementary schools to universities) that might be further extended,,,,"school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Macedonia#cite_note-13,,,,,False,False,True,False
390,342,,Netherlands,"Mar 15, 2020","Apr 06, 2020","cafés, restaurants, sports clubs, saunas, sex clubs and coffeeshops are closed t",,,,"business suspension, closure nonessential stores",,https://nos.nl/artikel/2327194-alle-scholen-cafes-en-restaurants-tot-en-met-6-april-dicht-om-coronavirus.html,,,,,True,False,False,False
393,339,,Iceland,"Mar 13, 2020",,"Elementary schools and preschools will not be closed, but restrictions will be in place to maximize social distancing within schools",,,,social distancing,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Iceland,,,,,True,False,False,False
395,353,,Ireland,"Mar 10, 2020",,Lectures from Trinity College Dublin were cancelled and delivered online.,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland,,,,,False,False,True,False
399,349,,Lithuania,"Mar 12, 2020",,"closed were all museums, cinemas, and gyms.",,,,"business suspension, closure nonessential stores, social distancing",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Lithuania#cite_note-18,,,,,True,False,False,False
401,362,,Ireland,"Mar 10, 2020",,Flights to and from some affected regions were suspended.[48],,,,"business suspension, international travel ban",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,,False,False,False,True
402,361,,Ireland,"Mar 12, 2020",,has recommended indoor gatherings of more than 100 people and outdoor gatherings of more than 500 people to be cancelled.,,,,"gathering of more than 100 people banned, gathering of more than 500 people in open spaces banned, sport cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,,True,False,False,False
403,363,,Ireland,"Mar 07, 2020",,St Patrick's Day parades have also been called off due to the fear of the virus spreading further,,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,,True,False,False,False
404,360,,Ireland,"Mar 12, 2020","Mar 29, 2020","On 12 March Taoiseach Leo Varadkar announced the closure of all schools, colleges and childcare facilities until at least 29 March",,,,"nursery schools closure, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,,False,False,True,False
405,354,,Vatican City,"Mar 10, 2020",,Italy lockdown measures are also applied to the Vatican City.,,Vatican City,,"blanket house confinement, religious activity limitations, social distancing",,https://www.theguardian.com/world/video/2020/mar/10/st-peters-square-before-and-after-italys-nationwide-lockdown-video,,,,,True,False,False,False
406,365,,Ireland,"Mar 15, 2020","Mar 29, 2020","The official statement cited difficulty in maintaining social distancing in bars and pubs. All pubs and nightclubs in Temple Bar, a hot-spot of Dublin's nightlife, announced that they would comply in response. Taoiseach Leo Varadkar stated that he ""may seek enforcement powers from Dáil/Seanad"" in order to compel pubs and bars to close.",,,,"compulsory isolation, social distancing",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Republic_of_Ireland#cite_note-:3-2,,,,,True,False,False,False
411,368,,Kazakhstan,"Mar 17, 2020",,"In March 2020, President Kassym-Jomart Tokayev ordered the cancellations of both the Nowruz celebrations as well as the military parade in honor of the 75th anniversary of the end of the Second World War.",,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Kazakhstan,,,,,True,False,False,False
413,381,,US: Florida,"Mar 10, 2020",,University of Florida: classes online for Spring semeter,,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,False,False,True,False
416,378,,Turkey,"Mar 16, 2020",,Nationwide ban on prayer gatherings in mosques,,,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey,,,,,True,False,False,False
417,375,,Turkey,"Mar 16, 2020","Mar 23, 2020","Primary schools, middle schools, and high schools closed.",,,,"nursery schools closure, school closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey,,,,,False,False,True,False
419,377,,Turkey,"Mar 16, 2020","Apr 30, 2020",Sports matches without spectators.,,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey,,,,,True,False,False,False
420,376,,Turkey,"Mar 16, 2020","Apr 06, 2020",Universities closed.,,,,university closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Turkey,,,,,False,False,True,False
421,383,,Portugal,"Mar 16, 2020","Apr 09, 2020",Prime Minister António Costa decreed the closure of all public and private educational establishments from 16 March until 9 April at least.,,,,school closure,,https://sicnoticias.pt/especiais/coronavirus/2020-03-12-Todas-as-escolas-fechadas-ate-12-de-abril,,,,,False,False,True,False
422,384,,Poland,"Mar 12, 2020","Mar 25, 2020","All schools are closed (kindergardens, primary schools, secondary schools, universities).",,,,"nursery schools closure, school closure, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Poland,,,,,False,False,True,False
423,391,,Ukraine,"Mar 12, 2020","Apr 04, 2020","All nurseries, schools and universities closed.",,,,"nursery schools closure, school closure, university closure",,https://www.kyivpost.com/ukraine-politics/breaking-ukraine-shuts-schools-mass-events-to-prevent-coronavirus-spread.html,,,,,False,False,True,False
425,389,,Ukraine,"Mar 17, 2020",,"Restaurants, cafes, bars, shopping and entertainment centers, fitness centers, cultural establishments must close.","Outlets selling food products, fuels, hygiene products, medicines, and medical products are permitted to stay open, as are those offering banking and insurance services",,,"activity cancellation, closure nonessential stores",,https://www.kyivpost.com/article/opinion/op-ed/andy-hunder-ukraine-introduces-significant-measures-to-contain-covid-19.html,,,,,True,False,False,False
426,388,,Ukraine,"Mar 17, 2020",,"All mass gatherings (cultural, entertainment, sports, social, religious, advertising and other) involving more than ten people are prohibited",,,,"event cancellation, religious activity cancellation, social distancing, sport cancellation",,https://www.kyivpost.com/article/opinion/op-ed/andy-hunder-ukraine-introduces-significant-measures-to-contain-covid-19.html,,,,,True,False,False,False
428,385,,Portugal,"Mar 13, 2020",,"In the Autonomous Region of Madeira the Regional Government has ordered the cessation of all flights between the region and countries where there is active transmission from Covid-19, with the exception of the national territory.",Exception: Portugal territory,,Autonomous Region of Madeira,international travel ban,,https://www.dnoticias.pt/madeira/governo-da-madeira-cessa-os-voos-dos-paises-onde-ha-transmissao-activa-AX5909301,,all countries,,,False,False,False,True
429,386,,Portugal,"Mar 14, 2020",,"The National Maritime Authority has banned beaches across the country and groups, banning all sports and leisure activities involving more than five people.",,,,sport cancellation,,https://www.rtp.pt/noticias/pais/covid-19-obriga-a-fechar-as-praias_v1212154,,,,,True,False,False,False
431,415,,Portugal,"Mar 16, 2020",,Portugal suspended on Monday all passenger air and rail traffic with hard-hit Spain until April 15.,,,,international travel ban,,https://www.nytimes.com/reuters/2020/03/17/world/europe/17reuters-health-coronavirus-portugal-hotel.html,,Spain,,,False,False,False,True
432,414,,Moldova,"Mar 10, 2020",,All foreigners coming from the countries affected by coronavirus have been banned from entering Moldova by plane,,,,international travel ban,,https://www.reuters.com/article/us-health-coronavirus-moldova/moldova-bans-foreigners-on-all-flights-from-countries-with-coronavirus-idUSKBN20X0XX,,risk countries,,,False,False,False,True
434,412,,Malta,"Mar 13, 2020",,Stop on all mass activities unless absolutely necessary. Number of people not specified.,,,,"event cancellation, gathering of more than 50 people cancelled",,https://web.archive.org/web/20200307233527/https://timesofmalta.com/articles/view/first-coronavirus-case-reported-in-malta.776288,,,,,True,False,False,False
436,400,,Portugal,,,The Prime Minister Pellegrini recommended to limit travel only to neccesary trips.,,,,travel warning,,https://www.vlada.gov.sk//premier-letiska-budu-zatvorene-zavadzaju-sa-docasne-hranicne-kontroly/,,,,,False,False,False,True
